batch_size,metric,learning_type,dataset,split_type,model,seed,traj
1,rmse,active,CHEMBL219-1,random,AtomPair,3,"[1.2630895996672418, 1.134575853733741, 1.2661807178924764, 1.1930959099597584, 1.2987267276685408, 1.3083238239602533, 1.3641347018789896, 1.2571025872293244, 1.2771147353116976, 1.2745759541313133, 1.14040548833467, 1.1570190853146654, 1.1559018470217046, 1.1631561341827883, 1.1311771863149374, 1.1450615897863947, 1.1698236120527166, 1.1233502509552595, 1.1480886905631318, 1.1488287806968946, 1.103084830540188, 1.098987612880258, 1.1241881493458, 1.126107773949378, 1.1331442261943154, 1.1329066128413627, 1.1605121586449214, 1.1591931712799082, 1.1370075907849484, 1.1500488439728629, 1.1499155213846128, 1.144546035943415, 1.1436289962153188, 1.1255731383118202, 1.1004660150640186, 1.078655533739257, 1.049373956396238, 1.0411154370253262, 1.041726046625319, 1.0510323974143274, 1.0292452491266313, 1.0330021964274008, 1.043533128938277, 1.039166198589117, 1.041967342133399, 1.0492099054030393, 1.0327915685371616, 1.0316256354713462, 1.053279497175837, 1.0205490021567356, 1.0044676773647154, 1.007694207847052, 1.0007618008918766, 1.0162693623441466, 1.019521571989183, 1.0191248863811788, 0.987931079281002, 0.9906508721372632, 0.9985683652887468, 0.9847291107216188, 0.986204258630499, 0.9801822451618724, 0.9824931024029784, 0.97818459069416, 0.978526107101794, 0.9737454574245376, 0.9679410013119212, 0.9731315946562078, 0.9709302391924138, 0.9815115976762864, 0.9720334227926042, 0.9795692147717264, 0.9731323938757572, 0.9775454437311776, 0.9685736380264496, 0.9839711408159024, 0.9759812747184424, 0.9725202529958163, 0.9627829598471408, 0.9747541489426084, 0.9820112137272212]"
1,rmse,active,CHEMBL219-1,scaffold,AtomPair,3,"[1.5285743097795836, 1.3285283212692554, 1.2631704612998664, 1.246109989115765, 1.2509415870235812, 1.2704318463285629, 1.279450941461303, 1.3063789349808332, 1.286584414686416, 1.2520602981515117, 1.2445689103215043, 1.2750426529287415, 1.2454959841062794, 1.286520654520467, 1.2873904357626964, 1.2039259731860252, 1.1978271040262436, 1.189835804298942, 1.1658566837953364, 1.1777896420772498, 1.1675404466926242, 1.1582045705771065, 1.1497856753875593, 1.1831371281645475, 1.3982139722988072, 1.4473896708112115, 1.4941618268163024, 1.5193103638355252, 1.557014622811126, 1.619280139604676, 1.6355216771175034, 1.6599558340307272, 1.5949077010018575, 1.416622718668113, 1.324036100387575, 1.2641039580618227, 1.291759726771914, 1.2105092748326882, 1.1968217965488026, 1.2245643471711465, 1.222297720913045, 1.21709423649861, 1.2709578408681586, 1.2584332748310791, 1.2600411556523958, 1.2722556033717762, 1.17947983760033, 1.202053474968539, 1.202004311200704, 1.18263981743049, 1.2112266694844809, 1.227397590443255, 1.2392229895478202, 1.2475295702934175, 1.2291622394463766, 1.2114752592744928, 1.2005398045810145, 1.1975177151652985, 1.1872470189868938, 1.1798362657984651, 1.1441610442735597, 1.15796540904693, 1.124008894756722, 1.1431964760031912, 1.1458578066709717, 1.157211327895354, 1.1429055078371793, 1.1534696933701023, 1.1499961750105354, 1.147546853864134, 1.097805712021554, 1.120302290603571, 1.158260215311334, 1.1385042002739612, 1.1261901003721209, 1.1163760038253692, 1.1176470365879314, 1.131189650358295, 1.1314815416379356, 1.1336313605656965, 1.1239893402496397]"
1,rmse,active,CHEMBL219-1,SIMPD,AtomPair,4,"[1.7928683726381625, 1.6537947826151798, 1.1816387653431402, 1.114612292848, 1.152539389051872, 1.1351712651821917, 1.1475954029448288, 1.146972292287226, 1.1889181151180934, 1.1792886917533854, 1.1080294081505353, 1.1225370489056496, 1.1519293732847822, 1.1574546763135944, 1.123247979901291, 1.125518709433555, 1.1311457383322234, 1.1377382815961357, 1.131120551635239, 1.1148863637346418, 1.1000070673348104, 1.1072021234049991, 1.0911472040384056, 1.1124395188543104, 1.0705227064262086, 1.0632863262818872, 1.0596781691025532, 1.059288869045126, 1.0706511396090297, 1.06609418373849, 1.0544466724183326, 1.0478532282620854, 1.0556700061898665, 1.0583634630392214, 1.0649859265410833, 1.0704511471066624, 1.074887571274703, 1.0803160832556988, 1.0719932329797628, 1.0481957025921458, 1.0523003803412416, 1.032009661761416, 1.053691842678126, 1.0532660163717065, 1.0573025494324082, 1.04336310849378, 1.0437914933082142, 1.0484655488865968, 1.0560477042137488, 1.0304328964282203, 1.05691373687831, 1.0654019704809374, 1.052567999354079, 1.062234796795566, 1.0486548036670058, 1.05906141014878, 1.0418016067236704, 1.0523461773063048, 1.0394125526274862, 1.0519501043645272, 1.0527989546498977, 1.0439988096294806, 1.0406761451916655, 1.0318582671932857, 1.0356102451927498, 1.0348384324345148, 1.0194803284534857, 1.022419485460203, 1.0369513673448445, 1.0422700676341088, 1.032658744624642, 1.0390564864935656, 1.0394482070950728, 1.031863318332524, 1.0252049338162803, 1.01665974774961, 1.0097489497407717, 1.0182685433739325, 1.0174358172014355, 1.0046129611754262, 0.9977902354132404]"
1,rmse,active,CHEMBL219-1,random,AtomPair,4,"[1.5138875145583766, 1.2418556893249717, 1.2829004346127273, 1.3036610318080832, 1.4082067972178516, 1.3402526174185976, 1.2960380456818823, 1.2518333300474196, 1.308194973366724, 1.3233620941284967, 1.3509752952374692, 1.3680463831408884, 1.3905543582930773, 1.4557799384778631, 1.4883998423037896, 1.539342966427611, 1.5517149486251889, 1.6153934751520764, 1.4831836988587723, 1.5046288948308193, 1.370010878512945, 1.4552443702154474, 1.4039042773080397, 1.513657221397909, 1.541601945085582, 1.5787711189198943, 1.5555877320821876, 1.5082130560983964, 1.4936021355334044, 1.441989849520937, 1.4072481079810455, 1.359680784694973, 1.3491493803672605, 1.3445731207335414, 1.262906415013187, 1.2704683018371157, 1.2971498487836408, 1.293282305829814, 1.2844213406532543, 1.285644092665949, 1.2577927948920151, 1.2592751859534017, 1.2470366287315071, 1.2185357962889698, 1.207864554210097, 1.2142961738144271, 1.2325736678573564, 1.2061318914865926, 1.232642271410645, 1.2136392485255958, 1.2104640875792458, 1.211529038212651, 1.1908477587474713, 1.195026578352368, 1.186575472808128, 1.1511316519885566, 1.143485195199238, 1.153191564262272, 1.151270268457647, 1.166885284848132, 1.1554890957039496, 1.1617434692331987, 1.1604929911103203, 1.1584376787587627, 1.1678237907753553, 1.1589003144351415, 1.1500415790744265, 1.1724702003248269, 1.145111521087332, 1.1439244360082177, 1.1546627042292716, 1.16408229669386, 1.1251371185176529, 1.1225454872050342, 1.1247905938527796, 1.1120363017589945, 1.1270575215051313, 1.11471558502108, 1.110404179203437, 1.125968171761672, 1.1141717226115735]"
1,rmse,active,CHEMBL219-1,scaffold,AtomPair,4,"[1.0876334506172365, 1.0804545861802466, 1.0867475143033722, 1.143157197835769, 1.120031717329394, 1.1231652587192056, 1.134254334182329, 1.1385449335215836, 1.1699348899114537, 1.134289064806172, 1.1154799942699918, 1.1329120567097624, 1.1411739851365053, 1.1689555224078787, 1.128338021139138, 1.1408003350752367, 1.1556733742849177, 1.133220746139897, 1.1725509222566737, 1.1967895861742484, 1.219797954559765, 1.205381009379202, 1.198247545592369, 1.217888387541228, 1.188619685076474, 1.1358202610170265, 1.1580904149826177, 1.1659404231173511, 1.1520007543085466, 1.147169757732915, 1.1506666461309003, 1.149051745183309, 1.1537386026584395, 1.1238514022096984, 1.139765193480407, 1.1458043827248623, 1.1628162329697806, 1.0874394828733769, 1.0653616640770278, 1.0543088671530336, 1.0595676618074878, 1.071336683798242, 1.0804306702719286, 1.0715907698515736, 1.0627381093755752, 1.088906894990821, 1.1096343611947326, 1.086280036104585, 1.0984723916100645, 1.0943740957509815, 1.1058541118213217, 1.1002553233121315, 1.0973350386961402, 1.0969984745479922, 1.1026567931932083, 1.1237881833035273, 1.0689216363043577, 1.0713235646411596, 1.0786355968911971, 1.0846556975501396, 1.0680776210125238, 1.0817978951056073, 1.062953208870788, 1.0589096619034786, 1.0600682675738855, 1.115117357099076, 1.0949741194329574, 1.077625330051643, 1.096269101310006, 1.0992306642902856, 1.118620653239928, 1.125938584383318, 1.1417508109026646, 1.1010124715166647, 1.0834040255558748, 1.0752843252144124, 1.0678099230488818, 1.0675660429995906, 1.061334956820866, 1.0673717817211148, 1.0788147348476256]"
1,rmse,active,CHEMBL219-1,SIMPD,AtomPair,5,"[1.1443681289286998, 1.0515073534712651, 1.0716131605216077, 1.3732887216667105, 1.3529569435455366, 1.261343947722411, 1.2860378907019971, 1.2667245013135164, 1.23408283665247, 1.2431590659959306, 1.2699339323519387, 1.303805487912548, 1.2491753465486215, 1.2441771483709605, 1.2623011051866506, 1.2691442347303246, 1.2430144006852375, 1.2372778686490369, 1.2107300696498802, 1.1975947642363942, 1.2246664350126664, 1.189626114142918, 1.198205158741705, 1.191972818395095, 1.165224730309288, 1.1477663814891443, 1.135716693560101, 1.1514856048542377, 1.1623438535279471, 1.157441013973937, 1.122437438417225, 1.1726637187420303, 1.1893077392554248, 1.2010306962853567, 1.1858854246572503, 1.1783101977071762, 1.2427400648183284, 1.2160482989538697, 1.2100188273703316, 1.1939177668673209, 1.199103890325082, 1.2037152474282244, 1.177653398300407, 1.1870431487065634, 1.199326620155441, 1.1763141724165274, 1.1858818552063997, 1.1712904735017966, 1.1562374845030532, 1.1741027160889548, 1.164380155013216, 1.1560146846334105, 1.1423199658834464, 1.1344257922099126, 1.1277904140535546, 1.1503479142564637, 1.126475137308451, 1.1170453149945598, 1.1103264645946591, 1.1067327933169364, 1.119431924262032, 1.107827542437172, 1.0983462590489574, 1.108097598533472, 1.1026820677976432, 1.0970827155304468, 1.1160564126353625, 1.105845454852748, 1.1175018327721986, 1.119989937276738, 1.097873400174286, 1.1087997960468994, 1.111824594866669, 1.0995902763982714, 1.0922088290539431, 1.0832888703741548, 1.0931070080080998, 1.0880772017054214, 1.0786388390918746, 1.1025837012974231, 1.0973022028220292]"
1,rmse,active,CHEMBL219-1,random,AtomPair,5,"[1.135062710828325, 1.2481145874556885, 1.391014137798174, 1.4951795065954452, 1.3977489015233886, 1.4703195552883075, 1.4687006874711517, 1.455816446876053, 1.4335368680548606, 1.5331342605021216, 1.4374363744964118, 1.4075477626146298, 1.4075119588849485, 1.4172486007842338, 1.4558306657210809, 1.4225212405964929, 1.4381005246018452, 1.4254213541040246, 1.3720273091286554, 1.3317731021056958, 1.3733101962142078, 1.3410681956324169, 1.3307347452935936, 1.3396129384529198, 1.2964902481604437, 1.2987859016366612, 1.2689653168580302, 1.264046802234135, 1.2609955278649234, 1.2390319367389475, 1.188294620595746, 1.1771007475997963, 1.198978134213149, 1.237534671079704, 1.226558270943833, 1.2528644935804556, 1.2161487967788875, 1.2051027736148037, 1.1988547382696129, 1.182584489308198, 1.1716054417286064, 1.157493842081226, 1.1236319839417117, 1.1073220617299115, 1.1153412212612603, 1.138897612888221, 1.1392001951419246, 1.1513198569940537, 1.1309549994254362, 1.1281952974652918, 1.0963847855944102, 1.0991853552197344, 1.1088592054274244, 1.1015097313407367, 1.1228290933857066, 1.0982824087302985, 1.0934255906698025, 1.0863242168877996, 1.0772057559841524, 1.0710325691336735, 1.0929001586547442, 1.0865337708902445, 1.0815150788607195, 1.088603121178887, 1.0877040431057527, 1.0877957605799682, 1.0661722812062011, 1.0568180601597383, 1.0485704897967223, 1.063601803946154, 1.0463746196079036, 1.0445414551135712, 1.0586675951622546, 1.0579552007959463, 1.032300568577781, 1.035336408620668, 1.0491180616127391, 1.0493187672907602, 1.0492190463397395, 1.047521844628594, 1.035934888025294]"
1,rmse,active,CHEMBL219-1,scaffold,AtomPair,5,"[1.319696326507313, 1.3100540139954149, 1.0505703956013586, 1.0797383135516232, 0.990644361218754, 0.9515381707061912, 0.992363371966504, 0.9948908177397164, 1.129647841154893, 1.081568960070787, 1.0578071988788889, 1.0889729620008528, 1.1216983410854189, 1.1818167583002983, 1.1540143337568611, 1.182090680663728, 1.186549607029449, 1.2126004133323662, 1.2280797024846593, 1.2301424191942087, 1.146809476864863, 1.1039772311224127, 1.1419284663419629, 1.06597599726936, 1.0882653665942412, 1.1256752394150946, 1.1388622255291505, 1.0530436831157164, 1.052377933679953, 1.0394067890510383, 1.0570382924659452, 1.0496063152330637, 1.069646229960073, 1.0473606651034857, 1.0650003220291988, 1.084097084478182, 1.0638422248359611, 1.0772681491187863, 1.0705064624460978, 1.0795926941046226, 1.0607712493033234, 1.0223067487574269, 0.9799181345381742, 0.9741497580024516, 0.9668908329968448, 0.982992370533406, 1.0040026920204657, 0.988530661658288, 0.9521272794361064, 0.9520279992530872, 0.958826705899865, 0.9838773954858768, 0.9876665635734168, 0.9978887815632728, 0.9841669754484532, 0.9697563626891887, 0.9386527335965698, 0.9485929768574012, 0.9576705998834424, 0.9633413763968198, 0.9443092707658578, 0.9452143761647211, 0.9356116864849224, 0.9013943625117488, 0.8873424585117948, 0.918755523528957, 0.94980774762109, 0.9359991042930969, 0.9407143871915864, 0.9658058512723012, 0.9530740893663676, 1.0109006952733115, 0.9777389634461722, 0.9856400338513684, 0.9584880089548882, 0.9690451669213892, 0.9593399228887466, 0.9896434282729192, 0.9883601953600766, 0.9793505693423642, 0.9934318886137726]"
1,rmse,active,CHEMBL219-1,SIMPD,AtomPair,6,"[1.0692173664581712, 1.0710004921311107, 1.0875938301728514, 1.057934455911698, 1.0814149015648085, 1.0591320693430448, 1.07886199518901, 1.074675526184676, 1.0671743705460033, 1.116522467190397, 1.118654286286866, 1.1032948927944508, 1.1013819618112086, 1.101183839084618, 1.0872328271416871, 1.0929433776676465, 1.0503779350428444, 1.0649446942024006, 1.0883216335637649, 1.07458158793047, 1.0630788994110725, 1.0801634193191476, 1.0852374929782893, 1.0799677491586483, 1.0715031783153497, 1.076272082319962, 1.0730964537577026, 1.0790653279670903, 1.061770518491555, 1.0604891262728746, 1.080060654912563, 1.0843560633024216, 1.076361660380852, 1.0792624305947394, 1.059755582290979, 1.08237091029884, 1.0700851573057213, 1.0733561823295554, 1.0519033355084897, 1.0563217150317743, 1.0405466971069124, 1.0525597129258806, 1.050859447595651, 1.053518125189893, 1.0584427227816, 1.0480908583256034, 1.0425627518544889, 1.0696472863528763, 1.0610933260464468, 1.1008714693933856, 1.0940703647413093, 1.0252933492268987, 1.0400551253076709, 1.038180211199479, 1.0043873613847318, 1.0047716578406682, 0.9910334439126212, 1.0107373927287175, 1.012811594211821, 1.004551775107838, 1.0074430657112792, 1.030591767575874, 1.022506943905772, 1.0220368855500337, 1.016149758757381, 1.0258326724046027, 1.0330779668177212, 1.01597866662603, 1.0265995619451398, 1.0180929730392647, 1.0172787907772798, 1.0171305772053685, 1.036788008791954, 1.0269091494466644, 1.0250122411165363, 1.0310050971101306, 1.0156099533391691, 1.017919193924485, 1.0098725780861706, 1.0254235207025804, 1.0122760759301097]"
1,rmse,active,CHEMBL219-1,random,AtomPair,6,"[1.7432411910299743, 1.417324147529768, 1.3291681820663686, 1.3133609110182447, 1.375647932125302, 1.3967752456980385, 1.417228676905206, 1.432080775593273, 1.4400398923482642, 1.446459978240963, 1.4238168435181575, 1.516975787460345, 1.510531376770193, 1.4861325337518347, 1.3508682816825477, 1.2453435940758273, 1.1895219313143075, 1.2215663796521143, 1.227478993330378, 1.254850620674531, 1.231552827045234, 1.223649236247004, 1.2195531540462028, 1.239213181006107, 1.2379742118360075, 1.2334537201455644, 1.224407536543304, 1.2512739941330928, 1.279954058194309, 1.2725912432651862, 1.2113144263492714, 1.1968968532224842, 1.201169977401783, 1.1093699421047951, 1.095756997048301, 1.0897555640976857, 1.0974520746319585, 1.0863685475418008, 1.0719158925612533, 1.077357294109519, 1.0832301532795756, 1.0827528271324034, 1.072940498135316, 1.0826265903077803, 1.0808512377928523, 1.068186502874044, 1.0646979139302664, 1.0589804264851908, 1.0552452285773355, 1.0655448490255932, 1.0599063081577251, 1.0718211426899071, 1.068339321908424, 1.0666119316537357, 1.04470320105289, 1.0450598953259342, 1.0467462693182177, 1.0363653693098125, 1.053115436276742, 1.0417660877099957, 1.038297540940609, 1.034183980535308, 1.030826536168134, 1.0173108670192414, 1.017981470585766, 1.0078472152951743, 1.003354470731966, 0.997420324190764, 1.0075977778444625, 1.0124861662459288, 1.00957799499557, 1.0101006370885193, 1.0082247431986222, 1.0071587070268009, 1.009072866726033, 1.0102451814190014, 1.0038650822535244, 1.0057831504352626, 1.0106925582774977, 1.019910325480003, 1.0156567350593917]"
1,rmse,active,CHEMBL219-1,scaffold,AtomPair,6,"[1.7213138117580995, 1.71590006279276, 1.4060955805003346, 1.1260324548281988, 1.1618321013424613, 1.120316469884423, 1.2199455372834538, 1.1767717014822034, 1.184876409308914, 1.1712403005166796, 1.1508325656207603, 1.180673138269034, 1.1896028525686106, 1.182792382194878, 1.1715313574559536, 1.180879321794774, 1.2250796391369732, 1.2618633892623314, 1.2277294841152102, 1.2245297940762023, 1.1887351311242171, 1.1951353548118473, 1.221151707358024, 1.2378958138993534, 1.211356690133624, 1.1944492713029613, 1.1616380187667943, 1.1844813159606251, 1.1466802547758976, 1.15287467803332, 1.1380264621068523, 1.1654791865501646, 1.136461364390683, 1.1332025475629262, 1.12788012089355, 1.1154556862327831, 1.133666347763718, 1.110981060921676, 1.1100071720726037, 1.0817977480455638, 1.087761421131259, 1.031347065360572, 1.0299886533412044, 1.0512161157272872, 1.0971212096566223, 1.0767033008025586, 1.0712498315634935, 1.1163708511885375, 1.1288569633848138, 1.1353658910676447, 1.111440342504602, 1.1085148919799823, 1.1855608755073417, 1.165041072482715, 1.1247147104093416, 1.1385898194560278, 1.1664257938299376, 1.1611767006230993, 1.1661427170332272, 1.128253034718764, 1.1080305195405384, 1.1132962241122129, 1.104680325604578, 1.1158977482509431, 1.1082390520964829, 1.1168926269171486, 1.1378092208026205, 1.1523986571895788, 1.1566298178071193, 1.140241103994035, 1.120753506752148, 1.126421028216386, 1.142582590770025, 1.1366313163923971, 1.1481004156478498, 1.149223442870448, 1.1304963215365949, 1.121751748461125, 1.1373959968181744, 1.1584028492230014, 1.13576801700505]"
1,rmse,active,CHEMBL219-1,SIMPD,AtomPair,7,"[1.0983575898265254, 1.1389741044789263, 1.3482189106699554, 1.379303446344729, 1.410285133941197, 1.470845408304195, 1.483100984528997, 1.3574163993189032, 1.3629616702649414, 1.3204901859505462, 1.3630024865881918, 1.259730087979002, 1.2661194153750417, 1.2657556145855815, 1.274869332489523, 1.422570868901312, 1.3981266552031832, 1.4027169095331242, 1.3800852703437172, 1.356445770971141, 1.2540885247571092, 1.2267500116519594, 1.2430707584310403, 1.181455266454099, 1.1801278513112108, 1.168297308206561, 1.1578732929328008, 1.2015948184260763, 1.2280581129816723, 1.1920184107882028, 1.1904809571021282, 1.180803763118504, 1.2153776101627738, 1.1578371055796215, 1.1648686353031203, 1.1806727124558385, 1.185087032198907, 1.18469061587268, 1.172388938783706, 1.185743601827399, 1.182539304849084, 1.1595689835076457, 1.1797680657281404, 1.163988267617101, 1.1796018893936804, 1.1600938381448591, 1.1689528910511466, 1.151661048124259, 1.1381939609679874, 1.1642207699741514, 1.1647193334667785, 1.167217068067596, 1.1804787434617598, 1.1655867397267228, 1.153632390133292, 1.139806337444271, 1.1441827940442355, 1.155737718340911, 1.1270789757266535, 1.1283803236934358, 1.1219115996150657, 1.144067159851871, 1.1350534993544978, 1.0979605574404194, 1.1010528023905324, 1.098603016762841, 1.0809453654905126, 1.0772444875038871, 1.1061033401129827, 1.0896378300101524, 1.0671995307204232, 1.0758530782349471, 1.069971762455676, 1.0243736227584266, 1.0279535875648518, 1.028081975118025, 1.021513786505884, 1.0167014554047074, 0.9906236246564096, 0.9916478154515392, 0.9771519333310792]"
1,rmse,active,CHEMBL219-1,random,AtomPair,7,"[1.2068294919079745, 1.2743111062218715, 0.9490401890134554, 1.0508221193809717, 1.028901742465077, 1.0492570026531085, 1.1161004387037117, 1.0029202461589073, 0.9787408906794912, 0.972167736545127, 0.9489961627651642, 0.9704147140814072, 0.9669409237651564, 0.9776627173845448, 0.9438678957689016, 0.9734385333110234, 0.9721014529187996, 0.9457691361321244, 0.9423063073329072, 0.9510163352143644, 0.9351878863895434, 0.9395577498403042, 0.9272243052121568, 0.9201909938038522, 0.9290168820588034, 0.9277648391353016, 0.9145835891848364, 0.9047197544792964, 0.8909317192657263, 0.904741279223849, 0.9058207030434756, 0.8910831286564493, 0.8794350312540953, 0.8855220886763238, 0.9137791030500672, 0.9180990397487434, 0.90108216928486, 0.8899541015701625, 0.8568790301923724, 0.8602080914047108, 0.8579368125337196, 0.8623249583736959, 0.8534730427278957, 0.8646777049995656, 0.8595084702099766, 0.8444179461758459, 0.8475265201346834, 0.8493054882569753, 0.8562655846772017, 0.8599600733291094, 0.8565240012184202, 0.8573304681731726, 0.8574651090350182, 0.8470546933176765, 0.8443682142546126, 0.8518161046645, 0.8530836103323143, 0.8590658777298703, 0.8538645238733916, 0.8593081193852709, 0.8595094845257015, 0.8686616290014669, 0.8614429098269903, 0.8639328689317971, 0.8660720644847225, 0.8600113904836716, 0.8502619715775135, 0.8574087017062856, 0.8601227481083566, 0.8542152368582693, 0.8546152739243961, 0.8571523786092179, 0.8611615998985883, 0.8653440210199788, 0.874520584932969, 0.8663832755216516, 0.8904001575527419, 0.8744663119146299, 0.8828700055996719, 0.8757535789753202, 0.8811955149952067]"
1,rmse,active,CHEMBL219-1,scaffold,AtomPair,7,"[1.1497212998624986, 1.241571990467307, 1.1922498953246148, 1.1411648901122342, 1.2471962411704252, 1.2390654119656213, 1.179688687615983, 1.147680686780209, 1.1883674579563064, 1.1774045411731398, 1.1360673377747248, 1.1608087892642622, 1.1859428553542557, 1.1968095317921736, 1.161194502993527, 1.1671035748399317, 1.157227248877265, 1.1961290812081775, 1.076085982344796, 1.0279587768190794, 1.0550433134295651, 1.0620097770155807, 1.0530322393442884, 1.038201434251996, 1.0488815611281437, 1.054709061104118, 1.059923350244622, 1.074104233539638, 1.0783807592723975, 1.0715247822443177, 1.0659207769315229, 1.0404401708503817, 1.0198135427971813, 1.048419687575227, 1.027393743380708, 0.999010497048172, 0.9755374361215524, 0.9857373654149107, 0.9964175946886836, 1.00592929422206, 1.007222419982827, 1.023471999080363, 1.0355710552224346, 1.012705765901505, 1.0186436653682278, 1.0381210474309683, 1.0286020815283006, 1.0315515920682037, 1.0751966459254445, 1.066691811623421, 1.0684035916073966, 1.0675965916426702, 1.0814434740257823, 1.051611749190864, 1.107001698984425, 1.1169599870141602, 1.1038322886194998, 1.108226686468538, 1.1036438786261693, 1.1043928693145135, 1.1257035845687269, 1.0825662920265546, 1.1006440450888908, 1.1035176972692946, 1.13688341861114, 1.122457624827627, 1.1081870149265476, 1.1026623285146675, 1.1089165471060465, 1.1032236870782688, 1.1394235471696017, 1.0990033265942751, 1.0935523963319338, 1.054342172830683, 1.070299097027763, 1.0924141298938372, 1.0792316613979271, 1.0968761685673474, 1.0745552859387275, 1.099620601104334, 1.0905065089974482]"
1,rmse,active,CHEMBL219-1,SIMPD,AtomPair,8,"[1.2755582664824476, 1.3273169924106174, 1.2200328859705938, 1.2928073112978102, 1.3059478338413908, 1.2270391750885823, 1.1986964787362615, 1.1970551488890826, 1.184254166809733, 1.1742936246268976, 1.179777722258656, 1.1987788526948546, 1.213225119600239, 1.186365988209066, 1.181557922116416, 1.0578799419378386, 1.0468973020484242, 1.0487521306060728, 1.0503215553027931, 1.0521918843304088, 1.0772822213829445, 1.064519433159926, 1.0670399892472866, 1.0578815505895356, 1.0654090691669618, 1.058547818250699, 1.0533592320579228, 1.0552650639442902, 1.061263347084636, 1.0610806469474523, 1.0838034146257356, 1.095601737329481, 1.0814549850618034, 1.0508594898753782, 1.0531771654443858, 1.0598818754203505, 1.0701878122178785, 1.0703022892690215, 1.0589654501010746, 1.0560580517928342, 1.0671453467490184, 1.069206092645016, 1.0436448726741618, 1.0504642820067804, 1.0710557074427058, 1.0723151940491196, 1.0662857072968257, 1.0522092484475407, 1.0617831464991785, 1.0454851987064833, 1.0506214448094493, 1.0537442081301138, 1.052844727943396, 1.0526194990965891, 1.0596810204040132, 1.0520996226048471, 1.0501011175048414, 1.049864968930203, 1.047088672112721, 1.0429533419262702, 1.029774730898912, 1.034985974435796, 1.036730979005613, 1.0515376808903696, 1.0470796465230374, 1.0473124560778613, 1.0461425788847665, 1.0604595053788244, 1.0450054990424764, 1.0509210167907062, 1.055335997179164, 1.0480145880533598, 1.0298422771153546, 1.0415760496685669, 1.0436157357836753, 1.0590060510211017, 1.0551965237655208, 1.0420485205047436, 1.0430922238778555, 1.037657720842839, 1.0241042266426807]"
1,rmse,active,CHEMBL219-1,random,AtomPair,8,"[1.176103198126118, 1.18311615797615, 1.130476008801904, 1.11903430885927, 1.123650919369996, 1.1068622145834313, 1.1236376739552678, 1.1180268104620374, 1.1426579709063514, 1.189709331183804, 1.2122230558601403, 1.2198438416757558, 1.2062307559228684, 1.1732945637552616, 1.16652083225402, 1.1307431421702514, 1.1280065676656728, 1.1400331554765328, 1.133759767178783, 1.1328637304441789, 1.1523436033242591, 1.139833061826493, 1.141097530267385, 1.125090852835, 1.1233717943964925, 1.120545646777794, 1.1300599220290148, 1.1281079239696887, 1.1167392824151825, 1.097521805920862, 1.119179921863075, 1.123298314778846, 1.1146911282694858, 1.089600382766016, 1.0903778104176922, 1.1015407342516212, 1.103708734584153, 1.08907445621443, 1.095024145098877, 1.093031619282816, 1.1012019968858815, 1.118822372808066, 1.1377709285860325, 1.118245561194398, 1.129364188559898, 1.140711626552069, 1.117798892051101, 1.1044412228098088, 1.1029625421817195, 1.087440359470088, 1.0907457555121722, 1.0932939813134157, 1.0886947019103614, 1.0608673947783287, 1.0638325828482904, 1.0789633540665498, 1.068579312239447, 1.067782230789469, 1.0728099969086835, 1.0776462264050513, 1.0755909294015062, 1.060522257655508, 1.0653860210384416, 1.0777682434291382, 1.0702556995675487, 1.0585860954572357, 1.0667277263267694, 1.0676844517413444, 1.069802662433632, 1.0793570172725362, 1.082725764948842, 1.0751189125687104, 1.091466760335026, 1.0944178269161675, 1.093146847528706, 1.0849814317706044, 1.0954538074220443, 1.1002742260644565, 1.0918221395532053, 1.0858625017720944, 1.0926870579344452]"
1,rmse,active,CHEMBL219-1,scaffold,AtomPair,8,"[1.3515434730653244, 1.2070951857930514, 1.2037493527080607, 1.1760861201547814, 1.1549546776653792, 1.2250555624704953, 1.2058962528949653, 1.2169390065863197, 1.19945675561941, 1.1801039610390718, 1.2695773360767737, 1.217036712079478, 1.2141883023974325, 1.2052519982669292, 1.1336677721979256, 1.1844497039737591, 1.1507498695095155, 1.2252094321342268, 1.2414266568349988, 1.214810675136201, 1.2634990383030558, 1.3140265634415664, 1.3237358719565866, 1.315794254197152, 1.2684068204751893, 1.3180116989817856, 1.34050166697807, 1.33147512286108, 1.2962585678463334, 1.2626618590749843, 1.2719137014709918, 1.2719881691208534, 1.245980868498073, 1.2359819344052587, 1.2227045507373329, 1.2320547898455436, 1.1864927025097156, 1.2167824271519976, 1.167568625358818, 1.1552929345906289, 1.1685460864756754, 1.1953246722212023, 1.197932131101503, 1.1712872778945025, 1.2014324171825044, 1.1824037393588285, 1.1866066759544578, 1.1407424789880825, 1.094130264052241, 1.0842260288841272, 1.0878688733701636, 1.1037082895374952, 1.105068052343783, 1.0985412253449496, 1.0777471297329766, 1.07027193275906, 1.0464552009106525, 1.0664006229858756, 1.0105862984585356, 1.0664132277310674, 1.0222427529752232, 1.052817676400303, 0.9976781979336444, 1.0112270733549469, 1.0029808669828546, 0.994989335975347, 0.9876541220582502, 1.0157922395028411, 1.0258741862481786, 1.0050586734864086, 1.0205879018431487, 1.0119670479900105, 0.9874424103099668, 0.9777694214927244, 0.993163682172024, 1.0048353490263224, 1.007451120325229, 1.028954866354603, 1.0143830359263362, 1.0207433055138273, 0.998309611812022]"
